sort,year,siteid,lat,long,epareg,huc8,era,strorder,doc,no3,tn,tp,area,elev,forest,wetland,urban,ag,roads,pop,shrub,precip,k,mg,na,nh4,no2,sio2,so4,tss,turb,ph,cl,ca,anc,al,cond,ansum,catsum,co3,h,oh,dic,hco3,se,zn
2957,2000,WSDP99-0503,45.57118,-101.01628,REGION__8,10130303,Year2004,3,9.43,0.0294,771,138,280.695,603,0.06,0.56,0.03,47.42,0.87,0.47,,0.442,106.7,1491.3,4316.5,1.5,NA,10.84,1352.5,2.4,1.38,8.43,117.6,2023.2,6749.4,,732,8804.2,7939.11,180.408,0.004,2.692,87.66,7148.869,1,5
2958,2000,WSDP99-0503,45.57118,-101.01628,REGION__8,10130303,Year2004,3,9.43,0.0294,771,138,280.695,603,0.06,0.56,0.03,47.42,0.87,0.47,,0.442,106.7,1491.3,4316.5,1.5,NA,10.84,1352.5,2.4,1.38,8.43,117.6,2023.2,6749.4,,732,8804.2,7939.11,180.408,0.004,2.692,87.66,7148.869,1,5
2959,2000,WSDP99-0505,44.69658,-96.56419,REGION__8,7020003,Year2004,3,11.16,2.2582,3475,27,111.3816,546,2.07,7.07,0.11,89.29,1.16,1.94,,0.617,87.2,4711.6,634.3,10.4,NA,16.12,5155.4,0.3,2.17,8.37,206.5,4922.3,4461.2,,856,9343.42,10364.76,82.109,0.004,2.344,45.79,3735.705,2,13
2960,2000,WSDP99-0506,43.50428,-97.5413,REGION__8,10160011,Year2004,3,7.19,0,1958,398,741.1047,421,0.19,4.47,0.56,91.82,1.32,3.49,,0.582,432.2,10653.3,6856.6,1.6,NA,5.56,25380.4,220.4,8.03,8.35,900.6,14758.2,4307.7,,2355,29909.29,32701.82,74.547,0.004,2.239,43.53,3551.474,1,2.5
2961,2000,WSDP99-0507,43.11876,-100.10102,REGION__8,10150006,Year2004,3,4.41,0.2002,920,101,340.9094,684,0.41,0.98,0,14.59,0.62,0.32,,0.509,348,640.7,995.2,1.7,NA,49.35,138.5,65.4,10.9,8.32,77.3,1990.4,3738.2,,371,3941.26,3975.86,71.264,0.005,2.089,44.59,3637.892,1,12
2962,2000,WSDP99-0508,43.68827,-100.43669,REGION__8,10140204,Year2004,4,8.92,0,964,56,382.7618,NA,NA,NA,NA,NA,NA,NA,,NA,574.4,10961.9,19193.6,1.1,NA,7.68,40565.5,10.7,4.6,8.01,954.8,13747.5,3914.8,,3607,45338.05,44478.48,36.272,0.01,1.023,46.62,3780.482,1,11
2963,2000,WSDP99-0509,44.64886,-103.90376,REGION__8,10120203,Year2004,4,7.86,0.0504,718,84,300.3092,951,21.49,5.14,0,18.8,1.07,0.86,,0.458,515.4,12927.8,5200.4,5.4,NA,8.4,24290.9,10.7,2.47,7.98,574.8,12844.5,6194.2,,2406,29527.37,31493.34,41.33,0.01,0.955,56.99,4615.774,1,13
2964,2003,WSDP99-0510,45.20352,-101.50165,REGION__8,10130306,Year2004,7,10.64,0.0196,956,95,9577.0968,601,0.32,0.48,0.1,13.01,0.53,0.2,,0.403,228.8,1307.2,16372.6,1.3,NA,5.21,11658.6,70.9,55.1,8.7,332,1500.5,7546.1,,1783,18830.3681,19410.10362,306.6976649,0.001995262,5.011872336,80.58,6526.67074,0.9,0
2965,2000,WSDP99-0512,43.4135,-98.8775,REGION__8,10140101,Year2004,3,14.01,0,15625,2244,1693.3763,NA,NA,NA,NA,NA,NA,NA,,NA,2580.2,19428.9,23771.4,4.5,NA,2.45,46926.6,234.8,116,8.02,7889.2,10898.5,3060.9,,4686,57651.26,56683.26,27.557,0.01,1.047,34.6,2806.826,1,17
2966,2000,WSDP99-0514,43.54188,-101.71777,REGION__8,10140202,Year2004,3,4.94,0.0504,525,127,73.0455,808,0.4,1,0.5,16.27,0.83,0.28,,0.448,292.6,275.1,3813.6,1.6,NA,30.75,372.5,3,0.649,7.72,183.3,1990.2,5700.5,,587,6407.2,6373.04,28.631,0.019,0.525,73.05,5818.668,1,2.5
2967,2000,WSDP99-0515,45.42564,-102.34969,REGION__8,10130306,Year2004,2,12.49,0,1135,46,54.8556,NA,NA,NA,NA,NA,NA,NA,,NA,329.7,3901.3,4065.6,2.2,NA,0.41,8566.8,5.9,1.18,9.88,385.9,3184.9,1942.8,,1036,10313.67,11481.97,534.146,0,75.858,12.23,751.002,1,10
2968,2000,WSDP99-0516,45.85526,-100.21397,REGION__8,10130102,Year2004,4,18.05,0.0602,3070,982,5210.4808,500,0.34,2.45,0.22,39.45,1.03,1.15,,0.442,523.5,6673.7,9617.3,2.6,NA,16.43,12254,97.6,48.6,8.84,856.6,4454.6,8445.4,,1779,20911.39,21271.03,474.499,0.001,6.918,90.99,7315.041,2,8
2969,2000,WSDP99-0516,45.85526,-100.21397,REGION__8,10130102,Year2004,4,18.05,0.0602,3070,982,5210.4808,500,0.34,2.45,0.22,39.45,1.03,1.15,,0.442,523.5,6673.7,9617.3,2.6,NA,16.43,12254,97.6,48.6,8.84,856.6,4454.6,8445.4,,1779,20911.39,21271.03,474.499,0.001,6.918,90.99,7315.041,2,8
2970,2000,WSDP99-0521,43.01942,-100.86819,REGION__8,10150004,Year2004,3,10.54,0.0602,1166,150,94.4969,865,0.04,0.11,0.07,19.08,0.81,2.84,,0.486,371.7,786.7,1292.9,9.4,NA,48.26,69.3,6.2,1.03,7.49,107.2,3374.7,5346,,506,5036.37,5835.35,14.027,0.032,0.309,62.46,4841.24,1,12
2971,2000,WSDP99-0522,43.3821,-102.38916,REGION__8,10140201,Year2004,4,3.27,0.5404,1613,430,330.218,879,12.36,0.47,0,13.28,1.03,3.4,,0.435,267.1,763.1,2028,3.1,NA,56.99,823.8,309.3,207,8.27,192.6,2978.2,5106.2,,554,6179.03,6039.3,87.892,0.005,1.862,61.72,5034.224,1,5
2972,2000,WSDP99-0523,43.64348,-101.78264,REGION__8,10140202,Year2004,3,6.41,0.0504,779,95,139.4908,760,0.96,0.86,0.46,21.22,0.71,0.3,,0.438,203.2,126.3,5284.4,3.6,NA,5.35,404.3,16,26.6,9.04,308.3,508.5,4788.1,,530,5462.73,6124.77,441.462,0.001,10.965,54.33,4294.121,1,2.5
2973,2000,WSDP99-0525,45.31001,-102.68721,REGION__8,10130305,Year2004,3,7.93,0,1609,371,325.3277,NA,NA,NA,NA,NA,NA,NA,,NA,123.9,312.7,17690.5,1.9,NA,4.9,4608.9,165.1,79.5,8.92,178,451.8,13206.1,,1621,10955.89,18580.2,445.691,0.001,8.318,71.5,5714.982,1,2.5
2974,2002,WSDP99-0526,45.68733,-101.83905,REGION__8,10130303,Year2004,7,9.79,0,947,195,9187.1518,628,0.14,0.18,0.13,42.14,0.65,0.88,,0.412,244.4,2390.2,16716.3,1.1,NA,2.94,12755.2,149.8,166,8.8,325.5,1765.5,8086.4,,1924,20427.69729,21117.15288,410.0121389,0.001584893,6.309573445,86,6930.713542,0.5,5.4
2975,2000,WSDP99-0527,44.898,-100.33451,REGION__8,10130105,Year2004,2,7.88,0,1016,55,538.5105,NA,NA,NA,NA,NA,NA,NA,,NA,1085.1,10520.4,18917.1,1.4,NA,9.38,38295.9,17.3,3.06,7.87,4527.6,15354.9,3341.9,,3778,46212.59,45878.94,23.388,0.013,0.741,41.78,3364.934,1,11
2976,2000,WSDP99-0533,43.26115,-97.25068,REGION__8,10170102,Year2004,4,6.16,1.5694,2728,291,145.1178,405,0.19,1.54,0.06,98,1.35,2.79,,0.612,199.4,9445.2,2244.2,18.5,NA,29.11,19033,7.2,7.12,8.04,318.4,14320.5,5808.8,,1944,23662.17,26226.8,42.714,0.009,1.096,51.18,4154.807,11,15
2977,2000,WSDP99-0540,43.93649,-103.15437,REGION__8,10120109,Year2004,4,2.68,0.1498,443,21,551.3485,993,77.91,0.87,0.92,2.78,1.09,5.25,,0.53,125.3,3273.3,597.4,3.2,NA,12.25,7029.5,20.3,2.54,8.17,471.3,8242.1,4230.2,,992,11383.08,12241,52.937,0.007,1.479,46.86,3817.18,2,10
2978,2000,WSDP99-0541,43.52787,-101.79717,REGION__8,10140202,Year2004,5,5.02,0.4802,1735,462,1073.3643,803,2.25,1.37,0.13,26.23,1.07,3.03,,0.448,331.2,446.6,2910.6,1.1,NA,55.74,572.6,267.9,147,8.43,165,2241.2,5270.8,,540,5772.74,5930.61,123.03,0.004,2.692,59.78,4875.192,1,5
2979,2003,WSDP99-0543,45.79704,-101.19269,REGION__8,10130303,Year2004,3,4.66,0,444,52,75.1626,593,0.04,0.19,1.23,46.81,1.05,4.12,,0.417,122.3,2269.7,3242.8,1,NA,6.98,1891.9,14.5,2.67,7.86,53,3062.9,7329.4,,796,8466.728607,8698.625922,43.99438955,0.013803843,0.72443596,80.47,6477.069101,0,12
2980,2003,WSDP99-0544,45.46262,-96.93924,REGION__8,7020001,Year2004,2,5.24,0.9492,1748,110,18.1707,375,2.66,3.85,0.12,79.7,0.63,0.66,,0.542,185.7,4879.9,1318.4,5.6,NA,29.14,8310.3,45.8,21.6,8.08,161.9,8108.8,5911.2,,1192,13887.53477,14498.14642,59.59426153,0.008317638,1.202264435,65.04,5286.7123,1.1,4
2981,2003,WSDP99-0546,43.04946,-99.18099,REGION__8,10150001,Year2004,3,8.99,0,1186,90,889.3289,574,0.9,1.45,0.31,73.18,1.23,3.35,,0.604,399.2,3601.5,2288.4,1.4,NA,22.38,5963.5,19.6,10.1,7.53,280.1,3312.9,3012.3,,852,9366.892102,9603.382111,9.890368976,0.029512092,0.338844156,39.93,3113.104709,0.4,18
2982,2003,WSDP99-0548,44.72566,-103.96961,REGION__8,10120202,Year2004,7,3.16,0,581,425,8432.663,934,10.96,2.23,0.37,6.47,1.36,3.34,,0.399,229.4,5125.9,3458.1,0.5,NA,5.32,18801.3,325.5,218,8.02,287.7,10713.5,2412,,1696,21360.82402,19527.34841,22.07757218,0.009549926,1.047128548,27.72,2248.705322,0.5,10
2983,2001,WSDP99-0579,43.28704,-102.817,REGION__8,10140201,Year2004,6,5.09,0,783,240,5745.4111,865,7.8,0.37,0.13,10.47,0.62,2.4,,0.423,342.2,1312.9,4508.1,0.5,NA,33.04,4838.4,156.9,126,8.28,396.6,3822.6,5110.3,,930,9577.58,9986.38,76.189,0.005,1.905,52.28,4264.545,2,21
2984,2001,WSDP99-0580,44.2763,-103.66381,REGION__8,10120111,Year2004,2,2.68,0,144,26,31.973,1634,90.59,3.01,0,1.96,0.65,1.43,,0.767,26.5,959.6,106.7,0.3,NA,9.8,133.7,10.6,6.02,8.5,128.9,1830.8,3200.2,,321,3500.57,2923.81,93.15,0.003,3.162,38.56,3141.691,0,11
2985,2001,WSDP99-0581,45.67639,-101.464,REGION__8,10130303,Year2004,4,8.02,0,1034,190,61.6596,623,0,0.07,0.12,2.58,0.47,0.16,,0.426,209.5,1581.3,12979.4,8.2,NA,16.6,7522.1,36.5,9.67,7.75,468.8,2650.7,9648.5,,1560,16194.35,17428.95,43.023,0.018,0.562,102.18,8159.921,0,21
2986,2001,WSDP99-0582,44.74709,-101.31018,REGION__8,10130105,Year2004,3,11.64,0,1273,54,122.5244,NA,NA,NA,NA,NA,NA,NA,,NA,486.5,9841.1,32004.8,7.8,NA,9.4,56766.1,9.9,4.71,7.51,1597,18180.4,5777.5,,5063,63470.23,60520.49,15.447,0.031,0.324,65.49,5091.294,0,12
2987,2001,WSDP99-0585,43.98736,-103.325,REGION__8,10120109,Year2004,4,3.29,0.0504,251,14,431.8223,1138,90.71,0.87,0.63,2.01,1.1,4.25,,0.55,103.3,1026.5,391.3,0.6,NA,6.63,488.4,0.3,0.52,8.37,315.9,1673.9,2373.1,,310,3284.04,3195.55,53.203,0.004,2.344,29.67,2420.58,0,6
2988,2001,WSDP99-0586,44.25027,-102.64163,REGION__8,10120111,Year2004,5,2.8,0,246,16,1249.5435,764,21.57,2.66,0.15,19.25,0.88,3.17,,0.467,191.6,5801.6,5326.7,0.6,NA,4.43,14548.6,6,4.09,8.08,620.2,8621,3679.1,,1662,18798.37,19941.5,40.444,0.008,1.202,44.14,3587.876,1,15
2989,2001,WSDP99-0587,45.5702,-103.61729,REGION__8,10130302,Year2004,4,7.62,0.1498,719,333,195.1443,882,0,0.04,0,1.33,0.52,0.14,,0.378,106.4,230.5,14907.9,1.9,NA,12.26,5214.8,283.3,207,8.8,146.1,447.5,11864,,1563,16225.37,15693.67,605.879,0.002,6.31,127.08,10241.576,1,5
2990,2001,WSDP99-0588,43.89751,-99.03593,REGION__8,10140105,Year2004,4,7.38,0.1302,1021,278,643.6446,463,1.12,1.83,0.06,85.26,0.9,0.59,,0.527,433.7,7364.9,4453.5,5.6,NA,22.54,13209.5,3.6,3.18,7.83,889.3,8256.9,6051.5,,1694,19092.84,20514.34,31.395,0.015,0.676,61.65,4952.693,1,4
2991,2001,WSDP99-0589,45.40527,-98.05848,REGION__8,10160005,Year2004,3,12.66,0.0602,3295,656,596.1923,399,0.47,10.3,0.12,76.64,1.09,0.96,,0.511,411,9050.3,5168.9,44.3,NA,27.05,15023.1,345.6,229,7.89,584.1,7231.1,6201.2,,1852,20677.17,21903.91,36.596,0.013,0.776,62.36,5028.278,1,6
2992,2001,WSDP99-0590,43.13893,-97.0092,REGION__8,10170102,Year2004,4,6.27,0.0406,1308,328,438.4291,369,0.15,2.79,0.32,95.84,1.32,2.74,,0.615,298,9013.3,3008.6,0.9,NA,5.65,14957.9,50.6,16.8,8.09,257,8882.2,2725.8,,1774,18030.93,21202.98,32.066,0.008,1.23,34.19,2779.9,1,2
2993,2001,WSDP99-0590,43.13893,-97.0092,REGION__8,10170102,Year2004,4,6.27,0.0406,1308,328,438.4291,369,0.15,2.79,0.32,95.84,1.32,2.74,,0.615,298,9013.3,3008.6,0.9,NA,5.65,14957.9,50.6,16.8,8.09,257,8882.2,2725.8,,1774,18030.93,21202.98,32.066,0.008,1.23,34.19,2779.9,1,2
2994,2001,WSDP99-0590,43.13893,-97.0092,REGION__8,10170102,Year2004,4,6.27,0.0406,1308,328,438.4291,369,0.15,2.79,0.32,95.84,1.32,2.74,,0.615,298,9013.3,3008.6,0.9,NA,5.65,14957.9,50.6,16.8,8.09,257,8882.2,2725.8,,1774,18030.93,21202.98,32.066,0.008,1.23,34.19,2779.9,1,2
2995,2001,WSDP99-0590,43.13893,-97.0092,REGION__8,10170102,Year2004,4,6.27,0.0406,1308,328,438.4291,369,0.15,2.79,0.32,95.84,1.32,2.74,,0.615,298,9013.3,3008.6,0.9,NA,5.65,14957.9,50.6,16.8,8.09,257,8882.2,2725.8,,1774,18030.93,21202.98,32.066,0.008,1.23,34.19,2779.9,1,2
2996,2001,WSDP99-0593,44.38584,-103.27878,REGION__8,10120202,Year2004,3,6.39,0,353,34,88.2809,881,22.9,7.12,0.32,20.29,0.84,3.47,,0.491,229.8,7837.4,8104.2,0.5,NA,6.29,26717.9,13.4,11.5,8.02,551.7,13279.5,3582.8,,2375,30716.14,29451.37,33.499,0.01,1.047,42.06,3411.997,0,11
2997,2001,WSDP99-0594,45.28275,-101.9288,REGION__8,10130306,Year2004,5,15.36,0.0294,1289,35,1148.0599,710,0,0.08,0.17,46.41,0.61,0.67,,0.418,310.6,2734.6,15910,1.9,NA,7.51,11658.4,9,4.03,8.45,895.8,2136.1,7911.4,,1945,19912.93,21092.99,189.323,0.004,2.818,87.87,7164.461,0,11
2998,2001,WSDP99-0596,43.17984,-99.04303,REGION__8,10140101,Year2004,3,5.91,0,453,47,359.1766,451,10.76,0.5,0.22,41.21,0.86,2.8,,0.617,726.6,6964.8,7120.8,0.9,NA,17.94,22751.1,27.4,9.73,7.82,1132.5,14024.7,4393.5,,2342,27627.46,28837.69,23.046,0.015,0.661,46.34,3720.232,8,13
2999,2001,WSDP99-0596,43.17984,-99.04303,REGION__8,10140101,Year2004,3,5.91,0,453,47,359.1766,451,10.76,0.5,0.22,41.21,0.86,2.8,,0.617,726.6,6964.8,7120.8,0.9,NA,17.94,22751.1,27.4,9.73,7.82,1132.5,14024.7,4393.5,,2342,27627.46,28837.69,23.046,0.015,0.661,46.34,3720.232,8,13
3000,2002,WSDP99-0599,43.4847,-102.51083,REGION__8,10140201,Year2004,6,5.43,0.0504,556,51,7478.2874,804,7.36,0.41,0.11,9.71,0.64,2.1,,0.422,382.3,1177.8,4280.6,0.8,NA,26.24,3629.8,20.68,13,8.47,312.5,2299.9,4141.6,,765,7655.785032,8141.321658,99.81261356,0.003388442,2.951209227,44.25,3607.170429,0.9,0
3001,2001,WSDP99-0602,44.47409,-103.2196,REGION__8,10120202,Year2004,4,4.1,0.2002,654,66,496.0537,NA,NA,NA,NA,NA,NA,NA,,NA,193.1,8980.1,5656.6,2.9,NA,4.83,23051.7,50.1,13,8,1072.1,14194.1,4683.6,,2275,28169.52,29026.55,37.438,0.01,1,49.26,3992.997,2,6
3002,2001,WSDP99-0603,45.50982,-101.08436,REGION__8,10130303,Year2004,2,20.99,0.0196,1810,751,65.5808,628,0.11,1.47,0,54.75,0.9,0.54,,0.446,183.6,1975.3,6983.7,5.1,NA,15.09,747.4,8.1,4.42,8.1,150.1,1992.8,10386.2,,918,9608.91,11140.25,101.596,0.008,1.259,105.83,8607.13,0,13
3003,2001,WSDP99-0604,43.82176,-99.45147,REGION__8,10140101,Year2004,2,1.3,0,134,7,58.1706,437,1.96,1.45,1.02,48.64,0.63,0.39,,0.484,564.1,6794.4,9121.4,0.4,NA,14.04,24489.9,4.4,2.18,8.01,2922.7,8720.6,2578.3,,2573,30180.04,25200.87,26.289,0.01,1.023,33.79,2740.079,0,10
3004,2001,WSDP99-0605,43.15573,-99.36553,REGION__8,10150001,Year2004,3,11.6,0.21,2028,561,548.4864,657,0.35,2.19,0.47,74.59,1.27,4.73,,0.603,453.3,2619.6,3468.8,3.4,NA,27.06,5322.8,107.5,48,8.29,1039.7,6782.1,7519.1,,1157,12480.76,13326.88,109.54,0.005,1.95,73.45,5991.764,1,0
3005,2002,WSDP99-0657,43.98697,-103.41763,REGION__8,10120109,Year2004,4,3.74,0,268,14,391.5908,1355,91.46,0.95,0.62,2.09,1.12,4.24,,0.555,118.8,1052.2,438.5,0.6,NA,2.35,469.1,2.68,0.707,8.31,373.4,1703.1,2408.4,,329,3199.452676,3312.992056,44.23376409,0.004897788,2.041737945,28.32,2310.655134,0.1,6.2
3006,2003,WSDP99-0658,43.69679,-102.16349,REGION__8,10140202,Year2004,7,5.27,0,750,1091,9835.5155,728,6.42,0.42,0.08,9.46,0.68,1.92,,0.422,208.2,281.8,4541.2,0.8,NA,37.04,1930.2,1162,796,8.48,252.2,1216.1,4406.4,,589,5858.778698,6247.8917,101.1481139,0.003311311,3.01995172,43.83,3572.226792,1.3,5
3007,2002,WSDP99-0660,43.67713,-100.09169,REGION__8,10140204,Year2004,5,10.18,0,1973,244,508.2457,NA,NA,NA,NA,NA,NA,NA,,NA,1072.3,13047.7,38247.8,1.5,NA,0.2,69833.6,91.6,36.3,7.62,3148.9,18333.3,1780.9,,5492,74626.79568,70702.59023,6.400099515,0.023988329,0.416869384,20.77,1637.449675,0.3,10.6
3008,2002,WSDP99-0664,45.33702,-103.34426,REGION__8,10130305,Year2004,3,8.45,0,693,90,200.8979,883,0.57,0.02,0,6.51,0.62,0.13,,0.394,127.8,375,22571.1,0.8,NA,2.85,7185.8,13.52,36.9,8.88,162.2,452.2,15249.6,,2052,21936.23571,23526.62888,968.1791973,0.001318257,7.58577575,169.79,13612.47143,0,0.8
3009,2002,WSDP99-0665,45.15363,-102.59679,REGION__8,10130305,Year2004,7,9.7,0.07,1139,151,4042.3922,747,0.42,1.05,0.06,3.58,0.45,0.08,,0.392,225,2525.1,34054.6,0.9,NA,2.38,21353.4,67.2,59.2,9,521.5,769.5,15830.1,,3300,36682.93811,37574.72938,1268.098497,0.001,10,170.42,13524.90497,0,6.2
3010,2002,WSDP99-0666,44.11271,-100.95056,REGION__8,10140102,Year2004,6,4.86,0,1831,62,4665.8445,531,0.13,0.36,0.37,15.94,0.68,0.93,,0.417,410.7,8198.4,33206.4,34,NA,12.05,47815.1,19.08,5.04,7.45,4894.6,18842.2,6725.3,,4748,58582.31146,60691.30567,15.47686178,0.035481339,0.281838293,76.05,5856.850499,0,19.6
3011,2002,WSDP99-0667,43.85277,-96.51142,REGION__8,10170203,Year2004,4,4.93,0.0896,901,148,515.5764,466,1.42,1.6,1.23,95.55,1.32,11.24,,0.633,107,3568.6,908.7,4,NA,18.07,2718.3,24.48,11.9,8.02,778.5,3314.4,4416.9,,711,7535.757769,7902.402045,39.19645156,0.009549926,1.047128548,49.21,3992.344289,1.4,0
3012,2002,WSDP99-0669,43.13335,-103.63089,REGION__8,10120108,Year2004,5,10.59,0,866,113,2227.2591,1042,4.06,0.98,0.01,2.6,0.51,0.13,,0.397,550.9,6799.8,16237.8,1.4,NA,6.28,27911.5,70.88,25.3,7.96,959.6,8398.2,3700.4,,2855,32254.15976,31987.99143,28.67593117,0.010964782,0.912010839,41.44,3353.503498,0.5,4.4
3013,2002,WSDP99-0669,43.13335,-103.63089,REGION__8,10120108,Year2004,5,10.59,0,866,113,2227.2591,1042,4.06,0.98,0.01,2.6,0.51,0.13,,0.397,550.9,6799.8,16237.8,1.4,NA,6.28,27911.5,70.88,25.3,7.96,959.6,8398.2,3700.4,,2855,32254.15976,31987.99143,28.67593117,0.010964782,0.912010839,41.44,3353.503498,0.5,4.4
3014,2002,WSDP99-0669,43.13335,-103.63089,REGION__8,10120108,Year2004,5,10.59,0,866,113,2227.2591,1042,4.06,0.98,0.01,2.6,0.51,0.13,,0.397,550.9,6799.8,16237.8,1.4,NA,6.28,27911.5,70.88,25.3,7.96,959.6,8398.2,3700.4,,2855,32254.15976,31987.99143,28.67593117,0.010964782,0.912010839,41.44,3353.503498,0.5,4.4
3015,2002,WSDP99-0669,43.13335,-103.63089,REGION__8,10120108,Year2004,5,10.59,0,866,113,2227.2591,1042,4.06,0.98,0.01,2.6,0.51,0.13,,0.397,550.9,6799.8,16237.8,1.4,NA,6.28,27911.5,70.88,25.3,7.96,959.6,8398.2,3700.4,,2855,32254.15976,31987.99143,28.67593117,0.010964782,0.912010839,41.44,3353.503498,0.5,4.4
3016,2002,WSDP99-0670,43.0859,-101.04034,REGION__8,10140203,Year2004,2,6.46,0.1106,613,86,222.9321,854,0.02,15.05,0,0.84,0.47,0.28,,0.474,225.2,370.9,455,2.1,NA,55.2,58.3,1.2,1.06,7.63,40.9,1948.6,2789.3,,278,3041.298399,3001.862985,11.68743764,0.023442288,0.426579519,37.02,2922.136782,0,2.5
3017,2002,WSDP99-0672,45.66439,-101.70366,REGION__8,10130303,Year2004,7,9.06,0,803,48,10217.5039,613,0.14,0.18,0.12,39.44,0.64,0.81,,0.413,247.4,2941.6,17751.5,1.3,NA,1.99,13369.1,33.44,15.9,8.73,330.3,1787.9,8148.1,,1974,21209.44372,22729.46415,359.760393,0.001862087,5.370317964,88.33,7144.874148,0,1.7
3018,2002,WSDP99-0674,43.01941,-97.45842,REGION__8,10160011,Year2004,3,17.5,0,9481,964,285.6161,385,0.01,4.53,0.6,90.1,1.32,4.57,,0.603,520.9,13219.8,3945.3,13.1,NA,9.43,26439.5,140,122,7.89,551.1,10723.5,1060.5,,2305,27799.29357,28422.13379,5.837110112,0.012882496,0.776247117,9.95,802.0087755,0,0
3019,2002,WSDP99-0678,43.57082,-100.76237,REGION__8,10140203,Year2004,5,2.5,0,799,256,3598.1132,597,2.58,3.69,0.1,23.18,0.81,2.28,,0.466,272.6,475.4,925.2,0.6,NA,59.25,397.9,86.84,39.2,8.72,64.6,1880.7,3058.7,,319,3473.439254,3554.466565,140.9638729,0.001905461,5.248074603,35.4,2864.765367,0.8,0
3020,2002,WSDP99-0679,44.10666,-100.97057,REGION__8,10140102,Year2004,6,3.56,0,2459,152,4652.0993,NA,NA,NA,NA,NA,NA,NA,,NA,413.5,17679.4,77991.9,3.1,NA,0.72,88614.1,38.4,15.7,7.57,33112.7,23228.5,4388.4,,9790,125510.688,119316.3747,13.1342166,0.026915348,0.371535229,48.1,3770.382477,0,10.7
3021,2002,WSDP99-0681,45.13667,-102.81335,REGION__8,10130305,Year2004,7,9.21,0,1503,201,3678.9298,776,0.46,1.16,0.04,3.28,0.46,0.07,,0.392,149.9,1042,29517.7,1,NA,5.35,13487.2,136.3428571,75.3,9.01,367.2,565.9,17184.9,,2875,30017.08671,31276.08988,1414.059883,0.000977237,10.23292992,185.89,14738.35578,0.1,4.4
3022,2002,WSDP99-0695,43.31391,-103.78653,REGION__8,10120106,Year2004,4,2.81,0.1708,734,22,543.1647,1038,51.52,0.33,0.27,2.8,1.02,0.79,,0.451,375.7,15030.4,37055.9,4.5,NA,6.14,56279.6,23.16,3.48,8.13,14671.4,19994.9,4003,,5769,74504.64458,72461.1516,44.2168405,0.007413102,1.348962883,42.95,3495.980016,0,1.3
3023,2002,WSDP99-0696,43.33336,-100.88957,REGION__8,10140203,Year2004,5,2.19,0.4298,1041,232,2619.5441,704,2.55,4.82,0.1,25.55,0.85,2.38,,0.464,245.8,460.8,758.6,1,NA,60.34,284.4,92,20,8.53,55.8,1818.4,2955,,308,3337.250585,3284.478652,91.2336537,0.002951209,3.388441561,35.27,2871.68171,0.6,0.2
3024,2002,WSDP99-0697,44.24933,-103.17129,REGION__8,10120111,Year2004,4,3.28,0,415,55,338.3516,907,64.65,2.59,0.39,9.26,1.05,9.7,,0.561,115.2,5989.4,972.2,0.9,NA,7.23,11091.9,36.64,14.3,8.04,474.4,8168.6,3951.9,,1291,14904.60238,15246.23739,33.95958425,0.009120108,1.096478196,40.69,3303.266394,0.2,5.1
3025,2002,WSDP99-0698,45.77107,-101.27658,REGION__8,10130303,Year2004,3,13.23,0.0406,949,37,104.8316,NA,NA,NA,NA,NA,NA,NA,,NA,296.1,2359.3,38456.6,1.2,NA,2.55,25817.2,8.64,8.52,8.79,1133,1202.6,14323,,3795,40262.32254,42315.57898,727.0452532,0.00162181,6.165950019,155.96,12576.00432,0,6.9
3026,2000,WUTP99-0501,40.8721,-110.08761,REGION__8,14040106,Year2004,2,1.24,0.0994,274,11,48.05,2972,51.35,0.2,0,0.03,0,0,,0.811,9.4,48.4,35.5,1,NA,4.08,32.1,4.2,2.05,7.55,9.9,131.9,162,,25,200.81,226.09,0.502,0.028,0.355,1.93,150.882,1,48
3027,2000,WUTP99-0505,37.80253,-112.49866,REGION__8,16030001,Year2004,4,3.88,0.0798,1055,64,293.2033,2152,61.66,0.01,0.16,0.03,0.98,0.05,,0.632,63.9,505,212.3,3.2,NA,16.11,31.4,31.1,5.02,8.42,72.2,1297.5,1965.4,,200,2130.23,2081.58,48.575,0.004,2.63,24.15,1969.665,1,46
3028,2000,WUTP99-0507,40.51776,-110.03366,REGION__8,14060003,Year2004,2,1.23,0.14,225,2,522.3885,2041,54.33,0.29,0.02,0.05,0.2,0.01,,0.751,13.4,115,34.4,0.5,NA,3.65,73.9,1.7,0.948,7.77,11.8,305.7,327.9,,45,418.06,468.86,1.766,0.017,0.589,4,319.947,1,47
3029,2000,WUTP99-0512,41.08801,-111.73893,REGION__8,16020102,Year2004,1,2.21,0.3598,579,19,3898.8434,NA,NA,NA,NA,NA,NA,NA,,NA,59,1513.9,985.7,0.8,NA,8.36,613.4,4.8,1.95,7.84,1113.9,3669.7,4203.6,,574,5702.02,6229.04,25.447,0.014,0.692,48.8,3922.966,1,11
3030,2000,WUTP99-0512,41.08801,-111.73893,REGION__8,16020102,Year2004,1,2.21,0.3598,579,19,3898.8434,NA,NA,NA,NA,NA,NA,NA,,NA,59,1513.9,985.7,0.8,NA,8.36,613.4,4.8,1.95,7.84,1113.9,3669.7,4203.6,,574,5702.02,6229.04,25.447,0.014,0.692,48.8,3922.966,1,11
